Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
239,Kapri Bibbs,WAS,24,RB,3,0,17,14,82.40%,128,9.1,1,4,36,7.5,4.7,42.7,0
240,C.J. Fiedorowicz,HOU,26,TE,5,5,22,14,63.60%,127,9.1,0,7,15,5.8,2.8,25.4,0
241,Virgil Green,DEN,29,TE,16,16,22,14,63.60%,191,13.6,1,7,44,8.7,0.9,11.9,0
242,Vance McDonald,PIT,27,TE,10,7,24,14,58.30%,188,13.4,1,9,28,7.8,1.4,18.8,0
243,James O'Shaughnessy,JAX,25,TE,16,1,24,14,58.30%,149,10.6,1,9,29,6.2,0.9,9.3,0
244,De'Anthony Thomas,KAN,24,RB,16,2,16,14,87.50%,143,10.2,2,4,57,8.9,0.9,8.9,1
245,Mike Tolbert,BUF,32,RB,12,0,17,14,82.40%,78,5.6,0,2,12,4.6,1.2,6.5,2
246,Tavon Austin,LAR,27,WR,16,9,22,13,59.10%,47,3.6,0,2,13,2.1,0.8,2.9,5
247,Daniel Brown,CHI,25,WR,14,2,20,13,65.00%,129,9.9,0,9,17,6.5,0.9,9.2,0
248,Brent Celek,PHI,32,TE,16,10,24,13,54.20%,130,10,1,7,28,5.4,0.8,8.1,0
249,Jakeem Grant,MIA,25,WR,16,0,22,13,59.10%,203,15.6,2,9,65,9.2,0.8,12.7,2
250,Ryan Griffin,HOU,27,TE,7,6,26,13,50.00%,158,12.2,1,8,35,6.1,1.9,22.6,0
251,Andre Holmes,BUF,29,WR,14,2,22,13,59.10%,120,9.2,3,10,36,5.5,0.9,8.6,0
252,Niles Paul,WAS,28,TE,14,8,19,13,68.40%,94,7.2,0,4,32,4.9,0.9,6.7,0
253,Wendell Smallwood,PHI,23,RB,8,3,18,13,72.20%,103,7.9,0,6,24,5.7,1.6,12.9,0
254,Jordan Taylor,DEN,25,WR,10,2,20,13,65.00%,142,10.9,0,5,30,7.1,1.3,14.2,1
255,Brandon Williams,IND,30,WR,14,10,17,13,76.50%,121,9.3,0,4,32,7.1,0.9,8.6,0
256,Phillip Dorsett,NWE,24,WR,15,2,18,12,66.70%,194,16.2,0,8,39,10.8,0.8,12.9,0
257,Alex Erickson,CIN,25,WR,16,0,16,12,75.00%,180,15,1,9,37,11.3,0.8,11.3,7
258,Anthony Fasano,MIA,33,TE,16,7,16,12,75.00%,107,8.9,1,5,29,6.7,0.8,6.7,1
259,Richard Rodgers,GNB,25,TE,15,1,19,12,63.20%,160,13.3,1,6,36,8.4,0.8,10.7,0
260,Ricky Seals-Jones,ARI,22,WR,10,1,28,12,42.90%,201,16.8,3,10,29,7.2,1.2,20.1,0
261,Adam Shaheen,CHI,23,FB,13,7,14,12,85.70%,127,10.6,3,8,31,9.1,0.9,9.8,0
262,Levine Toilolo,ATL,26,TE,15,12,14,12,85.70%,122,10.2,1,5,25,8.7,0.8,8.1,0
263,Nick Vannett,SEA,24,TE,15,4,15,12,80.00%,124,10.3,1,6,21,8.3,0.8,8.3,0
264,Chris Conley,KAN,25,WR,5,5,16,11,68.80%,175,15.9,0,8,35,10.9,2.2,35,0
265,Dalvin Cook,MIN,22,RB,4,4,16,11,68.80%,90,8.2,0,3,36,5.6,2.8,22.5,1
266,Pharoh Cooper*+,LAR,22,WR,16,1,19,11,57.90%,84,7.6,0,4,26,4.4,0.7,5.3,3
267,Derrick Henry,TEN,23,RB,16,2,17,11,64.70%,136,12.4,1,4,66,8,0.7,8.5,1
268,Troy Niklas,ARI,25,TE,15,11,23,11,47.80%,132,12,1,6,21,5.7,0.7,8.8,0
269,Adrian Peterson,2TM,32,RB,10,7,19,11,57.90%,70,6.4,0,0,13,3.7,1.1,7,3
270,Josh Reynolds,LAR,22,WR,16,1,24,11,45.80%,104,9.5,1,8,28,4.3,0.7,6.5,0
271,Mike Williams,LAC,23,WR,10,1,23,11,47.80%,95,8.6,0,7,20,4.1,1.1,9.5,0
272,Dwayne Allen,NWE,27,TE,16,8,22,10,45.50%,86,8.6,1,5,22,3.9,0.6,5.4,0
273,Damiere Byrd,CAR,24,WR,8,3,17,10,58.80%,105,10.5,2,5,31,6.2,1.3,13.1,0
274,Corey Clement,PHI,23,RB,16,0,15,10,66.70%,123,12.3,2,6,28,8.2,0.6,7.7,0
275,Michael Floyd,MIN,28,WR,11,1,17,10,58.80%,78,7.8,0,3,19,4.6,0.9,7.1,0
276,Tommylee Lewis,NOR,25,WR,15,0,14,10,71.40%,116,11.6,1,5,52,8.3,0.7,7.7,1
277,David Morgan,MIN,24,TE,15,6,12,10,83.30%,95,9.5,1,5,23,7.9,0.7,6.3,0
278,Breshad Perriman,BAL,24,WR,11,3,35,10,28.60%,77,7.7,0,3,14,2.2,0.9,7,0
279,C.J. Uzomah,CIN,24,TE,14,4,15,10,66.70%,92,9.2,1,7,21,6.1,0.7,6.6,0
280,Kerwynn Williams,ARI,26,RB,16,6,15,10,66.70%,93,9.3,0,6,25,6.2,0.6,5.8,0
281,Malcolm Brown,LAR,24,RB,11,1,11,9,81.80%,53,5.9,0,3,16,4.8,0.8,4.8,1
282,Chad Hansen,NYJ,22,WR,15,1,17,9,52.90%,94,10.4,0,7,24,5.5,0.6,6.3,0
283,Jeff Heuerman,DEN,25,TE,14,6,21,9,42.90%,142,15.8,2,5,54,6.8,0.6,10.1,0
284,Johnny Holton,OAK,27,WR,16,1,18,9,50.00%,218,24.2,3,5,64,12.1,0.6,13.6,3
285,Aaron Jones,GNB,23,RB,12,4,18,9,50.00%,22,2.4,0,2,9,1.2,0.8,1.8,0
286,Doug Martin,TAM,28,RB,11,8,18,9,50.00%,84,9.3,0,6,17,4.7,0.8,7.6,1
287,Thomas Rawls,SEA,24,RB,12,3,13,9,69.20%,94,10.4,0,4,22,7.2,0.8,7.8,1
288,Jacquizz Rodgers,TAM,27,RB,16,4,11,9,81.80%,74,8.2,0,4,15,6.7,0.6,4.6,0
289,Robert Turbin,IND,28,RB,6,1,11,9,81.80%,56,6.2,0,3,16,5.1,1.5,9.3,0
290,Clive Walford,OAK,26,TE,13,0,13,9,69.20%,80,8.9,0,2,26,6.2,0.7,6.2,0
291,Kasen Williams,CLE,25,WR,7,2,18,9,50.00%,84,9.3,0,2,14,4.7,1.3,12,0
292,Jerell Adams,NYG,25,TE,16,1,11,8,72.70%,92,11.5,0,5,38,8.4,0.5,5.8,0
293,Brenton Bersin,CAR,27,WR,8,1,14,8,57.10%,128,16,0,6,27,9.1,1,16,0
294,LeGarrette Blount,PHI,31,RB,16,11,8,8,100.00%,50,6.3,1,3,20,6.3,0.5,3.1,1
295,Derek Carrier,LAR,27,TE,14,3,11,8,72.70%,71,8.9,0,4,17,6.5,0.6,5.1,0
296,Amara Darboh,SEA,23,WR,16,0,13,8,61.50%,71,8.9,0,2,16,5.5,0.5,4.4,0
297,Tyler Ervin,HOU,24,RB,4,0,11,8,72.70%,38,4.8,0,1,7,3.5,2,9.5,0
298,Tre McBride,CHI,25,WR,8,3,15,8,53.30%,144,18,0,6,45,9.6,1,18,0
299,Louis Murphy,SFO,30,WR,7,7,17,8,47.10%,121,15.1,1,6,40,7.1,1.1,17.3,0
300,Paul Perkins,NYG,23,RB,11,4,10,8,80.00%,46,5.8,0,1,11,4.6,0.7,4.2,0
301,Travis Rudolph,NYG,22,WR,7,1,21,8,38.10%,101,12.6,0,4,29,4.8,1.1,14.4,0
302,Lee Smith,OAK,30,TE,16,9,11,8,72.70%,76,9.5,0,4,21,6.9,0.5,4.8,0
303,Willie Snead,NOR,25,WR,11,7,16,8,50.00%,92,11.5,0,4,26,5.8,0.7,8.4,1
304,Jonathan Stewart,CAR,30,RB,15,10,15,8,53.30%,52,6.5,1,2,21,3.5,0.5,3.5,3
305,Eric Tomlinson,NYJ,25,TE,14,12,11,8,72.70%,121,15.1,1,4,34,11,0.6,8.6,0
306,Austin Traylor,DEN,24,TE,7,3,13,8,61.50%,100,12.5,0,6,34,7.7,1.1,14.3,0
307,Alfred Blue,HOU,26,RB,11,0,9,7,77.80%,54,7.7,0,4,14,6,0.6,4.9,0
308,Leonte Carroo,MIA,23,WR,14,0,12,7,58.30%,69,9.9,0,4,21,5.8,0.5,4.9,0
309,Chris Carson,SEA,23,RB,4,3,8,7,87.50%,59,8.4,1,3,10,7.4,1.8,14.8,0
310,Patrick DiMarco,BUF,28,FB,16,9,10,7,70.00%,28,4,0,1,9,2.8,0.4,1.8,0
311,C.J. Ham,MIN,24,RB,16,1,8,7,87.50%,68,9.7,0,3,12,8.5,0.4,4.3,0
312,Alfred Morris,DAL,29,RB,14,5,9,7,77.80%,45,6.4,0,1,13,5,0.5,3.2,0
313,Aaron Ripkowski,GNB,25,RB,16,2,10,7,70.00%,39,5.6,0,1,12,3.9,0.4,2.4,0
314,Darren Sproles,PHI,34,RB,3,0,12,7,58.30%,73,10.4,0,4,16,6.1,2.3,24.3,1
315,Logan Thomas,BUF,26,TE,12,2,9,7,77.80%,67,9.6,1,2,22,7.4,0.6,5.6,0
316,Ross Travis,2TM,24,LB,15,3,17,7,41.20%,76,10.9,0,0,20,4.5,0.5,5.1,1
317,Tommy Bohanon,JAX,27,FB,16,10,11,6,54.50%,43,7.2,1,3,14,3.9,0.4,2.7,0
318,Kaelin Clay,2TM,25,WR,13,2,19,6,31.60%,85,14.2,0,0,28,4.5,0.5,6.5,3
319,Sammie Coates,CLE,24,WR,12,1,11,6,54.50%,70,11.7,0,2,38,6.4,0.5,5.8,0
320,James Develin*,NWE,29,FB,16,7,10,6,60.00%,38,6.3,0,3,10,3.8,0.4,2.4,0
321,D'Onta Foreman,HOU,21,RB,10,1,8,6,75.00%,83,13.8,0,4,34,10.4,0.6,8.3,2
322,Michael Hoomanawanui,NOR,29,TE,14,10,10,6,60.00%,52,8.7,1,2,25,5.2,0.4,3.7,0
323,David Johnson,ARI,26,RB,1,1,9,6,66.70%,67,11.2,0,3,24,7.4,6,67,2
324,Eddie Lacy,SEA,27,RB,9,3,6,6,100.00%,47,7.8,0,2,14,7.8,0.7,5.2,0
325,Josh Malone,CIN,21,WR,11,7,17,6,35.30%,63,10.5,1,3,25,3.7,0.5,5.7,0
326,Byron Marshall,WAS,23,RB,4,0,8,6,75.00%,36,6,0,1,12,4.5,1.5,9,0
327,Jaydon Mickens,JAX,23,WR,10,0,11,6,54.50%,77,12.8,2,4,41,7,0.6,7.7,4
328,Jamize Olawale,OAK,28,FB,12,0,7,6,85.70%,33,5.5,0,1,9,4.7,0.5,2.8,1
329,Branden Oliver,LAC,26,RB,8,0,11,6,54.50%,26,4.3,0,2,11,2.4,0.8,3.3,0
330,C.J. Prosise,SEA,23,RB,5,0,11,6,54.50%,87,14.5,0,3,46,7.9,1.2,17.4,0
331,Brian Quick,WAS,28,WR,11,1,8,6,75.00%,76,12.7,0,5,31,9.5,0.5,6.9,0
332,Anthony Sherman,KAN,29,RB,16,3,8,6,75.00%,47,7.8,0,4,11,5.9,0.4,2.9,0
333,Neal Sterling,NYJ,25,WR,11,1,10,6,60.00%,82,13.7,0,5,35,8.2,0.5,7.5,0
334,ArDarius Stewart,NYJ,24,WR,15,2,13,6,46.20%,82,13.7,0,2,46,6.3,0.4,5.5,0
335,Ryan Switzer,DAL,23,WR,16,0,7,6,85.70%,41,6.8,0,4,12,5.9,0.4,2.6,1
336,Brandon Tate,BUF,30,WR,13,1,14,6,42.90%,81,13.5,1,5,24,5.8,0.5,6.2,1
337,Lawrence Thomas,NYJ,24,DE,14,4,7,6,85.70%,43,7.2,0,1,15,6.1,0.4,3.1,0
338,Kenjon Barner,PHI,28,RB,13,1,8,5,62.50%,56,11.2,0,1,22,7,0.4,4.3,3
339,Alan Cross,TAM,24,TE,8,4,6,5,83.30%,58,11.6,0,3,23,9.7,0.6,7.3,0
340,Trevor Davis,GNB,24,WR,16,0,7,5,71.40%,70,14,0,2,29,10,0.3,4.4,0
341,Brittan Golden,ARI,29,WR,13,0,9,5,55.60%,70,14,0,3,29,7.8,0.4,5.4,0
342,Xavier Grimble,PIT,25,TE,15,2,9,5,55.60%,32,6.4,1,2,12,3.6,0.3,2.1,0
343,Chris Johnson,ARI,32,RB,4,3,6,5,83.30%,43,8.6,0,3,15,7.2,1.3,10.8,0
344,Marcus Johnson,PHI,23,WR,10,0,8,5,62.50%,45,9,0,3,16,5.6,0.5,4.5,1
345,Ben Koyack,JAX,24,TE,16,3,7,5,71.40%,38,7.6,0,0,21,5.4,0.3,2.4,0
346,Freddie Martino,TAM,26,WR,8,0,6,5,83.30%,96,19.2,0,4,39,16,0.6,12,0
347,Tanner McEvoy,SEA,24,TE,15,0,9,5,55.60%,113,22.6,0,4,53,12.6,0.3,7.5,1
348,Bobby Rainey,BAL,30,RB,4,0,7,5,71.40%,18,3.6,0,2,12,2.6,1.3,4.5,0
349,Hunter Sharp,2TM,23,WR,3,1,9,5,55.60%,54,10.8,1,0,21,6,1.7,18,0
350,Keith Smith,DAL,25,FB,16,3,5,5,100.00%,26,5.2,0,2,12,5.2,0.3,1.6,0
351,Mike Thomas,LAR,23,WR,8,1,7,5,71.40%,93,18.6,0,4,50,13.3,0.6,11.6,1
352,Chris Thompson,HOU,23,WR,13,0,6,5,83.30%,84,16.8,0,5,32,14,0.4,6.5,3
353,Bryce Treggs,CLE,23,WR,6,1,18,5,27.80%,79,15.8,0,4,20,4.4,0.8,13.2,1
354,Fozzy Whittaker,CAR,28,RB,12,0,6,5,83.30%,47,9.4,1,1,28,7.8,0.4,3.9,0
355,Noah Brown,DAL,21,WR,13,1,9,4,44.40%,33,8.3,0,3,14,3.7,0.3,2.5,0
356,Michael Clark,GNB,22,WR,2,0,14,4,28.60%,41,10.3,0,2,19,2.9,2,20.5,0
357,Matthew Dayes,CLE,23,RB,16,0,5,4,80.00%,29,7.3,0,1,15,5.8,0.3,1.8,0
358,Tyler Eifert,CIN,27,TE,2,1,5,4,80.00%,46,11.5,0,2,22,9.2,2,23,0
359,James Hanna,DAL,28,TE,16,8,9,4,44.40%,88,22,1,4,31,9.8,0.3,5.5,0
360,Maurice Harris,WAS,25,WR,6,0,6,4,66.70%,62,15.5,1,3,36,10.3,0.7,10.3,0
361,Jeremy Hill,CIN,25,RB,7,7,4,4,100.00%,16,4,0,1,10,4,0.6,2.3,1
362,Jacob Hollister,NWE,24,TE,15,1,11,4,36.40%,42,10.5,0,2,19,3.8,0.3,2.8,0
363,Akeem Hunt,KAN,24,RB,15,0,7,4,57.10%,31,7.8,0,1,20,4.4,0.3,2.1,0
364,Justin Hunter,PIT,26,WR,7,1,10,4,40.00%,23,5.8,1,3,7,2.3,0.6,3.3,0
365,Andy Janovich,DEN,24,RB,16,4,6,4,66.70%,35,8.8,0,2,16,5.8,0.3,2.2,0
366,Robert Kelley,WAS,25,RB,7,7,7,4,57.10%,18,4.5,0,3,9,2.6,0.6,2.6,0
367,Sean McGrath,LAC,30,TE,15,6,4,4,100.00%,46,11.5,0,3,23,11.5,0.3,3.1,0
368,Isaiah McKenzie,DEN,22,WR,11,0,13,4,30.80%,29,7.3,0,2,14,2.2,0.4,2.6,6
369,Elijhaa Penny,ARI,24,RB,16,0,6,4,66.70%,38,9.5,0,2,18,6.3,0.3,2.4,0
370,Jay Prosch,HOU,25,FB,16,5,4,4,100.00%,31,7.8,0,1,18,7.8,0.3,1.9,0
371,Patrick Ricard,BAL,23,DT/FB,16,0,4,4,100.00%,12,3,2,2,6,3,0.3,0.8,0
372,Michael Roberts,DET,23,TE,15,3,7,4,57.10%,46,11.5,0,2,23,6.6,0.3,3.1,0
373,Luke Stocker,2TM,29,TE,12,6,5,4,80.00%,30,7.5,1,0,12,6,0.3,2.5,0
374,Phillip Supernaw,TEN,27,TE,16,3,6,4,66.70%,39,9.8,1,2,20,6.5,0.3,2.4,0
375,Will Tye,NYJ,26,TE,3,1,6,4,66.70%,38,9.5,0,1,21,6.3,1.3,12.7,0
376,Griff Whalen,BAL,27,WR,2,0,6,4,66.70%,23,5.8,0,0,9,3.8,2,11.5,0
377,Jared Abbrederis,DET,27,WR,7,0,7,3,42.90%,44,14.7,0,2,25,6.3,0.4,6.3,0
378,Blake Bell,MIN,26,TE,13,3,4,3,75.00%,19,6.3,0,1,12,4.8,0.2,1.5,0
379,Quan Bray,IND,24,WR,9,0,4,3,75.00%,39,13,0,2,22,9.8,0.3,4.3,1
380,Darrell Daniels,IND,23,TE,12,3,13,3,23.10%,26,8.7,0,2,13,2,0.3,2.2,0
381,Josh Ferguson,IND,24,RB,10,0,4,3,75.00%,16,5.3,0,0,8,4,0.3,1.6,0
382,Tanner Gentry,CHI,23,QB,4,3,6,3,50.00%,35,11.7,0,2,15,5.8,0.8,8.8,0
383,Corey Grant,JAX,26,RB,16,0,4,3,75.00%,41,13.7,0,2,28,10.3,0.2,2.6,1
384,Chris Matthews,BAL,28,WR,6,0,6,3,50.00%,25,8.3,0,2,12,4.2,0.5,4.2,0
385,Devante Mays,GNB,23,RB,8,0,3,3,100.00%,0,0,0,0,1,0,0.4,0,2
386,De'Veon Smith,MIA,23,RB,5,0,3,3,100.00%,27,9,0,1,13,9,0.6,5.4,0
387,Jaelen Strong,2TM,23,WR,2,0,4,3,75.00%,38,12.7,1,0,19,9.5,1.5,19,0
388,Randall Telfer,CLE,25,TE,16,14,4,3,75.00%,36,12,0,2,20,9,0.2,2.3,0
389,Danny Vitale,CLE,24,FB,15,6,5,3,60.00%,19,6.3,0,1,11,3.8,0.2,1.3,0
390,Terron Ward,ATL,25,RB,14,0,3,3,100.00%,14,4.7,0,1,11,4.7,0.2,1,1
391,Markus Wheaton,CHI,26,WR,11,0,17,3,17.60%,51,17,0,3,22,3,0.3,4.6,0
392,Chad Williams,ARI,23,WR,6,1,7,3,42.90%,31,10.3,0,1,15,4.4,0.5,5.2,0
393,Nick Williams,ATL,27,WR,1,0,4,3,75.00%,30,10,0,3,14,7.5,3,30,0
394,Jamal Agnew+,DET,22,DB,13,0,2,2,100.00%,18,9,0,1,12,9,0.2,1.4,3
395,Antony Auclair,TAM,24,TE,8,3,2,2,100.00%,25,12.5,0,2,14,12.5,0.3,3.1,0
396,Michael Burton,CHI,25,RB,16,3,4,2,50.00%,8,4,0,0,8,2,0.1,0.5,0
397,Emanuel Byrd,GNB,23,TE,1,0,2,2,100.00%,31,15.5,0,1,29,15.5,2,31,0
398,Orson Charles,KAN,26,TE,5,0,2,2,100.00%,53,26.5,0,1,35,26.5,0.4,10.6,0
399,Jehu Chesson,KAN,24,WR,12,1,4,2,50.00%,18,9,0,2,10,4.5,0.2,1.5,0
400,Derrick Coleman,ATL,27,FB,16,7,7,2,28.60%,20,10,0,1,11,2.9,0.1,1.3,0
401,Jeff Cumberland,LAC,30,TE,7,3,3,2,66.70%,2,1,0,0,2,0.7,0.3,0.3,0
402,Shelton Gibson,PHI,23,WR,5,0,3,2,66.70%,11,5.5,0,1,6,3.7,0.4,2.2,0
403,Tion Green,DET,24,RB,5,0,2,2,100.00%,14,7,0,0,9,7,0.4,2.8,0
404,Marvin Hall,ATL,24,WR,8,0,9,2,22.20%,60,30,1,2,40,6.7,0.3,7.5,0
405,De'Angelo Henderson,DEN,25,RB,5,0,2,2,100.00%,36,18,1,1,29,18,0.4,7.2,0
406,Ryan Hewitt,CIN,26,RB,13,3,2,2,100.00%,22,11,0,1,16,11,0.2,1.7,0
407,Darrius Heyward-Bey,PIT,30,WR,16,0,3,2,66.70%,47,23.5,0,1,44,15.7,0.1,2.9,0
408,Cole Hikutini,SFO,23,TE,4,0,3,2,66.70%,15,7.5,0,2,10,5,0.5,3.8,0
409,Brian Hill,2TM,22,RB,7,0,2,2,100.00%,36,18,0,0,34,18,0.3,5.1,0
410,Jeff Janis,GNB,26,WR,16,0,5,2,40.00%,12,6,0,1,12,2.4,0.1,0.8,0
411,Zach Line,NOR,27,RB,12,4,5,2,40.00%,8,4,1,1,5,1.6,0.2,0.7,0
412,Tre Madden,SEA,24,RB,8,3,2,2,100.00%,65,32.5,0,1,66,32.5,0.3,8.1,0
413,Chris Manhertz,CAR,25,TE,16,4,4,2,50.00%,17,8.5,0,1,11,4.3,0.1,1.1,0
414,Marcus Murphy,BUF,26,RB,1,0,2,2,100.00%,7,3.5,0,1,5,3.5,2,7,0
415,Jojo Natson,NYJ,23,WR,7,0,5,2,40.00%,18,9,0,1,19,3.6,0.3,2.6,1
416,Roosevelt Nix*,PIT,25,RB,16,4,3,2,66.70%,6,3,1,1,5,2,0.1,0.4,0
417,Darius Powe,NYG,23,WR,1,1,4,2,50.00%,13,6.5,0,0,8,3.3,2,13,0
418,Bernard Reedy,2TM,26,WR,11,0,2,2,100.00%,21,10.5,0,0,15,10.5,0.2,1.9,1
419,Jeremy Sprinkle,WAS,23,TE,11,5,3,2,66.70%,13,6.5,1,1,7,4.3,0.2,1.2,0
420,Geoff Swaim,DAL,24,TE,15,2,2,2,100.00%,25,12.5,0,2,18,12.5,0.1,1.7,0
421,Fitzgerald Toussaint,PIT,27,RB,6,0,3,2,66.70%,9,4.5,0,1,7,3,0.3,1.5,0
422,Dwayne Washington,DET,23,RB,5,0,2,2,100.00%,14,7,0,1,10,7,0.4,2.8,0
423,Derek Watt,LAC,25,RB,16,4,3,2,66.70%,35,17.5,0,2,23,11.7,0.1,2.2,0
424,Terrance West,BAL,26,RB,5,4,4,2,50.00%,23,11.5,0,2,15,5.8,0.4,4.6,1
425,Kevin White,CHI,25,WR,1,1,4,2,50.00%,6,3,0,0,6,1.5,2,6,0
426,Cameron Artis-Payne,CAR,27,RB,13,0,1,1,100.00%,2,2,0,0,2,2,0.1,0.2,0
427,Nick Bellore,DET,28,LB,13,2,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0
428,Arrelious Benn,JAX,29,WR,9,0,2,1,50.00%,12,12,0,1,12,6,0.1,1.3,0
429,Brandon Bolden,NWE,27,RB,16,0,4,1,25.00%,7,7,0,1,7,1.8,0.1,0.4,0
430,Mack Brown,2TM,26,DB,4,0,1,1,100.00%,11,11,0,0,11,11,0.3,2.8,0
431,Harry Douglas,TEN,33,WR,2,0,3,1,33.30%,8,8,0,0,8,2.7,0.5,4,0
432,Lance Dunbar,LAR,27,RB,4,0,3,1,33.30%,1,1,0,0,1,0.3,0.3,0.3,0
433,Jimmy Garoppolo,SFO,26,QB,6,5,1,1,100.00%,-6,-6,0,0,-6,-6,0.2,-1,1
434,Mike Gillislee,NWE,27,RB,9,2,1,1,100.00%,15,15,0,1,15,15,0.1,1.7,1
435,MarQueis Gray,MIA,28,TE,16,0,3,1,33.30%,10,10,0,1,10,3.3,0.1,0.6,0
436,Garrett Griffin,NOR,23,TE,3,0,1,1,100.00%,4,4,0,0,4,4,0.3,1.3,0
437,Cobi Hamilton,HOU,27,WR,3,1,6,1,16.70%,8,8,0,1,8,1.3,0.3,2.7,0
438,Matt Hazel,IND,25,WR,4,0,1,1,100.00%,1,1,0,0,1,1,0.3,0.3,0
439,Brett Hundley,GNB,24,QB,11,9,1,1,100.00%,10,10,0,1,10,10,0.1,0.9,4
440,Taiwan Jones,BUF,29,RB,8,0,2,1,50.00%,11,11,0,1,11,5.5,0.1,1.4,0
441,Joe Kerridge,GNB,25,RB,4,0,1,1,100.00%,3,3,0,0,3,3,0.3,0.8,0
442,Jordan Leslie,CLE,26,WR,2,0,1,1,100.00%,26,26,0,1,26,26,0.5,13,0
443,Ryan Malleck,HOU,24,TE,2,0,1,1,100.00%,3,3,0,0,3,3,0.5,1.5,0
444,Max McCaffrey,JAX,23,WR,5,0,1,1,100.00%,4,4,0,0,4,4,0.2,0.8,0
445,Brian Mihalik,DET,25,DE,15,2,1,1,100.00%,-4,-4,0,0,-4,-4,0.1,-0.3,0
446,Ifeanyi Momah,ARI,28,WR,9,2,2,1,50.00%,46,46,0,1,46,23,0.1,5.1,0
447,Charone Peake,NYJ,25,WR,3,0,1,1,100.00%,3,3,0,1,3,3,0.3,1,0
448,Senorise Perry,MIA,26,RB,16,0,1,1,100.00%,3,3,0,0,3,3,0.1,0.2,0
449,Larry Pinkard,JAX,25,WR,4,0,1,1,100.00%,5,5,0,0,5,5,0.3,1.3,0
450,Kalif Raymond,2TM,23,WR,8,0,1,1,100.00%,12,12,0,0,12,12,0.1,1.5,5
451,Andre Roberts,ATL,29,WR,16,0,4,1,25.00%,12,12,0,1,12,3,0.1,0.8,4
452,Allen Robinson,JAX,24,WR,1,1,1,1,100.00%,17,17,0,1,17,17,1,17,0
453,Eric Weems,TEN,32,WR,16,0,2,1,50.00%,5,5,0,0,5,2.5,0.1,0.3,0
454,Leonard Wester,TAM,24,T,8,0,1,1,100.00%,2,2,1,1,2,2,0.1,0.3,0
455,DeAndrew White,HOU,26,WR,2,1,7,1,14.30%,24,24,0,1,24,3.4,0.5,12,1
456,Marcus Williams,2TM,26,DB,15,0,1,1,100.00%,31,31,0,0,31,31,0.1,2.1,0
457,Bobo Wilson,TAM,22,WR,3,1,1,1,100.00%,18,18,1,1,18,18,0.3,6,0
458,Kevin Zeitler,CLE,27,RG,16,16,1,1,100.00%,-4,-4,0,0,-4,-4,0.1,-0.3,0
459,K.J. Brent,IND,24,WR,5,0,1,0,0.00%,0,,0,0,0,0,0,0,
460,Marquis Bundy,NYG,23,WR,1,1,3,0,0.00%,0,,0,0,0,0,0,0,
461,James Conner,PIT,22,RB,14,0,1,0,0.00%,0,,0,0,0,0,0,0,0
462,Cody Core,CIN,23,WR,13,0,4,0,0.00%,0,,0,0,0,0,0,0,
463,Ed Eagan,NYG,24,WR,4,0,1,0,0.00%,0,,0,0,0,0,0,0,0
464,Cameron Erving,KAN,25,T,13,4,1,0,0.00%,0,,0,0,0,0,0,0,
465,David Fluellen,TEN,25,RB,16,0,1,0,0.00%,0,,0,0,0,0,0,0,0
466,Jalston Fowler,TEN,27,RB,10,1,1,0,0.00%,0,,0,0,0,0,0,0,0
467,Gabe Holmes,ARI,26,TE,2,0,1,0,0.00%,0,,0,0,0,0,0,0,
468,Adoree' Jackson,TEN,22,LCB,16,16,1,0,0.00%,0,,0,0,0,0,0,0,1
469,Matt LaCosse,2TM,25,TE,5,1,1,0,0.00%,0,,0,0,0,0,0,0,
470,Vince Mayle,BAL,26,WR,16,0,1,0,0.00%,0,,0,0,0,0,0,0,0
471,Logan Paulsen,SFO,30,TE,14,1,2,0,0.00%,0,,0,0,0,0,0,0,
472,John Ross,CIN,22,WR,3,1,2,0,0.00%,0,,0,0,0,0,0,0,1
473,Ty Sambrailo,ATL,25,T,15,2,1,0,0.00%,0,,0,0,0,0,0,0,
474,C.J. Spiller,KAN,30,RB,1,0,2,0,0.00%,0,,0,0,0,0,0,0,0
475,Shaq Thompson,CAR,23,LLB,14,14,1,0,0.00%,0,,0,0,0,0,0,0,0
476,Isaac Whitney,OAK,23,WR,2,0,1,0,0.00%,0,,0,0,0,0,0,0,
477,Marquez Williams,CLE,23,FB,1,0,1,0,0.00%,0,,0,0,0,0,0,0,
478,Zach Zenner,DET,26,RB,8,0,1,0,0.00%,0,,0,0,0,0,0,0,0
