Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
234,Breshad Perriman,CLE,25,WR,10,2,25,16,64.00%,340,21.3,2,13,66,13.6,1.6,34,0
235,Terrelle Pryor,2TM,29,,8,1,30,16,53.30%,252,15.8,2,11,44,8.4,2,31.5,0
236,James Washington,PIT,22,WR,14,6,38,16,42.10%,217,13.6,1,11,47,5.7,1.1,15.5,0
237,Jordan Wilkins,IND,24,RB,16,3,17,16,94.10%,85,5.3,0,2,17,5,1,5.3,2
238,Maxx Williams,BAL,24,TE,13,6,17,16,94.10%,143,8.9,1,7,25,8.4,1.2,11,0
239,Marcell Ateman,OAK,24,WR,7,6,31,15,48.40%,154,10.3,1,7,32,5,2.1,22,0
240,Alex Collins,BAL,24,RB,10,10,21,15,71.40%,105,7,1,6,24,5,1.5,10.5,3
241,Tyler Eifert,CIN,28,TE,4,2,19,15,78.90%,179,11.9,1,10,29,9.4,3.8,44.8,0
242,Derrick Henry,TEN,24,RB,16,12,18,15,83.30%,99,6.6,0,4,21,5.5,0.9,6.2,1
243,Justin Jackson,LAC,22,RB,13,1,19,15,78.90%,135,9,0,5,19,7.1,1.2,10.4,0
244,Marshawn Lynch,OAK,32,RB,6,6,20,15,75.00%,84,5.6,0,6,17,4.2,2.5,14,0
245,Darren Sproles,PHI,35,RB,6,2,23,15,65.20%,160,10.7,2,6,37,7,2.5,26.7,0
246,Luke Stocker,TEN,30,TE,16,11,21,15,71.40%,165,11,2,10,31,7.9,0.9,10.3,0
247,Josh Bellamy,CHI,29,WR,16,2,25,14,56.00%,117,8.4,1,8,20,4.7,0.9,7.3,0
248,Jaron Brown,SEA,28,WR,16,2,19,14,73.70%,166,11.9,5,9,45,8.7,0.9,10.4,0
249,Rex Burkhead,NWE,28,RB,8,4,20,14,70.00%,131,9.4,1,4,25,6.6,1.8,16.4,2
250,DJ Chark,JAX,22,WR,11,0,32,14,43.80%,174,12.4,0,6,38,5.4,1.3,15.8,1
251,Royce Freeman,DEN,22,RB,14,8,20,14,70.00%,72,5.1,0,2,9,3.6,1,5.1,1
252,Wayne Gallman,NYG,24,RB,15,1,22,14,63.60%,89,6.4,0,5,21,4,0.9,5.9,2
253,Justin Hardy,ATL,27,WR,16,0,22,14,63.60%,133,9.5,2,8,19,6,0.9,8.3,1
254,Jordan Leggett,NYJ,23,TE,15,4,24,14,58.30%,114,8.1,1,6,16,4.8,0.9,7.6,0
255,Cody Core,CIN,24,WR,14,3,28,13,46.40%,160,12.3,1,7,30,5.7,0.9,11.4,0
256,Andre Holmes,2TM,30,WR,15,3,24,13,54.20%,162,12.5,0,8,24,6.8,0.9,10.8,0
257,Hayden Hurst,BAL,25,TE,12,0,23,13,56.50%,163,12.5,1,8,32,7.1,1.1,13.6,0
258,Chris Ivory,BUF,30,RB,13,1,21,13,61.90%,205,15.8,0,7,55,9.8,1,15.8,1
259,Keith Kirkwood,NOR,24,WR,8,1,21,13,61.90%,209,16.1,2,10,42,10,1.6,26.1,0
260,Damion Ratley,CLE,23,WR,13,3,20,13,65.00%,144,11.1,0,5,27,7.2,1,11.1,0
261,Luke Willson,DET,28,TE,14,8,19,13,68.40%,87,6.7,0,5,13,4.6,0.9,6.2,0
262,Dan Arnold,NOR,23,WR,10,1,19,12,63.20%,150,12.5,1,9,25,7.9,1.2,15,1
263,Travis Benjamin,LAC,29,WR,12,3,24,12,50.00%,186,15.5,1,9,46,7.8,1,15.5,0
264,James Develin,NWE,30,FB,16,8,17,12,70.60%,61,5.1,0,3,11,3.6,0.8,3.8,0
265,Ed Dickson,SEA,31,TE,10,1,13,12,92.30%,143,11.9,3,6,42,11,1.2,14.3,0
266,Frank Gore,MIA,35,RB,14,14,16,12,75.00%,124,10.3,1,8,24,7.8,0.9,8.9,1
267,Demetrius Harris,KAN,27,TE,15,3,25,12,48.00%,164,13.7,3,9,35,6.6,0.8,10.9,0
268,Brandon LaFell,OAK,32,WR,6,5,16,12,75.00%,135,11.3,2,9,24,8.4,2,22.5,0
269,Eli Rogers,PIT,26,WR,3,3,14,12,85.70%,79,6.6,0,5,17,5.6,4,26.3,1
270,Dalton Schultz,DAL,22,TE,11,7,17,12,70.60%,116,9.7,0,6,17,6.8,1.1,10.5,0
271,Logan Thomas,BUF,27,TE,12,3,17,12,70.60%,77,6.4,0,3,24,4.5,1,6.4,0
272,Jeff Wilson,SFO,23,RB,6,2,15,12,80.00%,98,8.2,0,5,24,6.5,2,16.3,3
273,Darren Fells,CLE,32,TE,16,11,12,11,91.70%,117,10.6,3,6,49,9.8,0.7,7.3,0
274,C.J. Ham,MIN,25,RB,15,2,15,11,73.30%,85,7.7,0,4,17,5.7,0.7,5.7,0
275,Darius Jennings,TEN,26,WR,16,0,15,11,73.30%,101,9.2,0,2,36,6.7,0.7,6.3,0
276,Andy Jones,DET,24,WR,8,3,24,11,45.80%,80,7.3,1,6,15,3.3,1.4,10,0
277,Cody Latimer,NYG,26,WR,6,2,16,11,68.80%,190,17.3,1,6,39,11.9,1.8,31.7,0
278,Brandon Marshall,SEA,34,WR,7,2,23,11,47.80%,136,12.4,1,7,27,5.9,1.6,19.4,0
279,Marcus Murphy,BUF,27,RB,11,1,19,11,57.90%,26,2.4,0,2,8,1.4,1,2.4,1
280,Bilal Powell,NYJ,30,RB,7,7,18,11,61.10%,110,10,1,3,28,6.1,1.6,15.7,2
281,Brandon Powell,DET,23,WR,6,1,17,11,64.70%,129,11.7,0,6,41,7.6,1.8,21.5,0
282,Austin Seferian-Jenkins,JAX,26,TE,5,5,19,11,57.90%,90,8.2,1,6,21,4.7,2.2,18,0
283,LeGarrette Blount,DET,32,RB,16,8,15,10,66.70%,67,6.7,0,4,23,4.5,0.6,4.2,2
284,Deontay Burnett,NYJ,21,WR,5,1,15,10,66.70%,143,14.3,0,7,29,9.5,2,28.6,0
285,Michael Floyd,WAS,29,WR,13,3,24,10,41.70%,100,10,1,5,20,4.2,0.8,7.7,0
286,Marvin Hall,ATL,25,WR,16,0,19,10,52.60%,149,14.9,1,5,47,7.8,0.6,9.3,0
287,Carlos Hyde,2TM,28,RB,14,7,16,10,62.50%,33,3.3,0,0,9,2.1,0.7,2.4,2
288,Niles Paul,JAX,29,WR,6,1,13,10,76.90%,98,9.8,0,5,22,7.5,1.7,16.3,0
289,Andre Roberts*+,NYJ,30,WR,16,1,17,10,58.80%,79,7.9,1,4,20,4.6,0.6,4.9,3
290,Russell Shepard,NYG,28,WR,12,0,19,10,52.60%,188,18.8,2,7,49,9.9,0.8,15.7,0
291,Lee Smith,OAK,31,TE,16,4,11,10,90.90%,73,7.3,3,5,30,6.6,0.6,4.6,0
292,Kalen Ballage,MIA,23,RB,12,0,11,9,81.80%,56,6.2,0,2,31,5.1,0.8,4.7,1
293,Austin Carr,NOR,25,WR,14,2,14,9,64.30%,97,10.8,2,5,25,6.9,0.6,6.9,0
294,Corey Grant,JAX,27,RB,5,1,12,9,75.00%,67,7.4,0,5,16,5.6,1.8,13.4,0
295,Jermaine Gresham,ARI,30,TE,13,11,12,9,75.00%,94,10.4,0,6,26,7.8,0.7,7.2,1
296,Dontrell Hilliard,CLE,23,RB,11,0,10,9,90.00%,105,11.7,0,4,24,10.5,0.8,9.5,0
297,Richie James,SFO,23,WR,13,2,14,9,64.30%,130,14.4,1,4,53,9.3,0.7,10,2
298,Cameron Meredith,NOR,26,WR,6,1,10,9,90.00%,114,12.7,1,4,46,11.4,1.5,19,1
299,Logan Paulsen,ATL,31,TE,15,10,9,9,100.00%,91,10.1,1,6,19,10.1,0.6,6.1,0
300,Rashaad Penny,SEA,22,RB,14,0,12,9,75.00%,75,8.3,0,3,24,6.3,0.6,5.4,0
301,MyCole Pruitt,TEN,26,TE,15,1,11,9,81.80%,102,11.3,1,6,27,9.3,0.6,6.8,0
302,Trey Quinn,WAS,23,WR,3,2,10,9,90.00%,75,8.3,1,5,15,7.5,3,25,0
303,Michael Roberts,DET,24,TE,8,2,20,9,45.00%,100,11.1,3,5,29,5,1.1,12.5,0
304,Scott Simonson,NYG,26,TE,16,4,14,9,64.30%,86,9.6,1,6,24,6.1,0.6,5.4,0
305,Rod Smith,DAL,26,RB,16,1,12,9,75.00%,60,6.7,0,1,14,5,0.6,3.8,0
306,Tavon Austin,DAL,28,WR,7,0,13,8,61.50%,140,17.5,2,5,64,10.8,1.1,20,0
307,Cameron Batson,TEN,23,WR,11,2,11,8,72.70%,82,10.3,0,5,26,7.5,0.7,7.5,1
308,Blake Bell,JAX,27,TE,10,4,11,8,72.70%,67,8.4,0,3,16,6.1,0.8,6.7,0
309,Jake Butt,DEN,23,TE,3,3,13,8,61.50%,85,10.6,0,4,22,6.5,2.7,28.3,0
310,Will Dissly,SEA,22,TE,4,4,14,8,57.10%,156,19.5,2,5,66,11.1,2,39,0
311,Andy Janovich,DEN,25,FB,16,7,10,8,80.00%,112,14,1,5,32,11.2,0.5,7,0
312,Jake Kumerow,GNB,26,WR,5,2,11,8,72.70%,103,12.9,1,4,49,9.4,1.6,20.6,0
313,Taquan Mizzell,CHI,25,RB,9,1,10,8,80.00%,78,9.8,1,4,26,7.8,0.9,8.7,0
314,Alfred Morris,SFO,30,RB,12,1,13,8,61.50%,73,9.1,0,5,16,5.6,0.7,6.1,2
315,Nick O'Leary,MIA,26,TE,12,7,10,8,80.00%,86,10.8,1,6,19,8.6,0.7,7.2,0
316,Elijhaa Penny,NYG,25,RB,14,3,9,8,88.90%,50,6.3,0,1,16,5.6,0.6,3.6,0
317,Anthony Sherman*,KAN,30,RB,16,1,9,8,88.90%,96,12,1,5,36,10.7,0.5,6,0
318,Erik Swoope,IND,26,TE,7,2,10,8,80.00%,87,10.9,3,5,26,8.7,1.1,12.4,0
319,Eric Tomlinson,NYJ,26,TE,15,12,14,8,57.10%,72,9,0,3,24,5.1,0.5,4.8,0
320,Josh Adams,PHI,22,RB,14,5,13,7,53.80%,58,8.3,0,3,13,4.5,0.5,4.1,1
321,Mo Alie-Cox,IND,25,TE,9,1,13,7,53.80%,133,19,2,6,34,10.2,0.8,14.8,0
322,Antony Auclair,TAM,25,TE,16,10,8,7,87.50%,48,6.9,0,1,12,6,0.4,3,0
323,Derek Carrier,OAK,28,TE,16,2,12,7,58.30%,67,9.6,1,3,23,5.6,0.4,4.2,0
324,Ronald Jones II,TAM,21,RB,9,0,9,7,77.80%,33,4.7,0,2,15,3.7,0.8,3.7,0
325,T.J. Logan,ARI,24,FB,10,0,7,7,100.00%,37,5.3,0,1,17,5.3,0.7,3.7,0
326,Sony Michel,NWE,23,RB,13,8,11,7,63.60%,50,7.1,0,3,13,4.5,0.5,3.8,1
327,JJ Nelson,ARI,26,WR,14,2,19,7,36.80%,64,9.1,0,4,17,3.4,0.5,4.6,0
328,Zach Zenner,DET,27,RB,8,1,10,7,70.00%,56,8,0,3,30,5.6,0.9,7,0
329,Kamar Aiken,PHI,29,WR,5,1,7,6,85.70%,53,8.8,0,2,18,7.6,1.2,10.6,0
330,Tommy Bohanon,JAX,28,FB,16,6,9,6,66.70%,41,6.8,0,1,12,4.6,0.4,2.6,0
331,Brice Butler,2TM,28,WR,8,1,10,6,60.00%,60,10,1,4,23,6,0.8,7.5,0
332,Kenneth Dixon,BAL,24,RB,6,0,7,6,85.70%,51,8.5,0,2,21,7.3,1,8.5,2
333,Russell Gage,ATL,22,WR,15,0,10,6,60.00%,63,10.5,0,2,22,6.3,0.4,4.2,0
334,Rashad Greene,JAX,26,WR,8,1,8,6,75.00%,60,10,0,3,12,7.5,0.8,7.5,2
335,Xavier Grimble,PIT,26,TE,16,2,8,6,75.00%,86,14.3,0,4,23,10.8,0.4,5.4,1
336,David Grinnage,JAX,24,TE,4,2,8,6,75.00%,61,10.2,0,2,24,7.6,1.5,15.3,0
337,Dwayne Harris,OAK,31,WR,15,1,6,6,100.00%,40,6.7,0,1,13,6.7,0.4,2.7,2
338,Marcus Johnson,IND,24,WR,5,0,8,6,75.00%,102,17,1,5,34,12.8,1.2,20.4,0
339,Raheem Mostert,SFO,26,RB,9,0,7,6,85.70%,25,4.2,0,1,23,3.6,0.7,2.8,1
340,Durham Smythe,MIA,23,TE,15,2,11,6,54.50%,50,8.3,0,2,21,4.5,0.4,3.3,0
341,Neal Sterling,NYJ,26,WR,5,4,8,6,75.00%,47,7.8,0,2,12,5.9,1.2,9.4,0
342,Darren Waller,OAK,26,WR,4,0,6,6,100.00%,75,12.5,0,4,44,12.5,1.5,18.8,0
343,Jay Ajayi,PHI,25,RB,4,3,6,5,83.30%,20,4,0,1,12,3.3,1.3,5,1
344,C.J. Anderson,2TM,27,RB,11,3,9,5,55.60%,41,8.2,1,2,24,4.6,0.5,3.7,0
345,Malcolm Brown,LAR,25,RB,12,0,7,5,71.40%,52,10.4,1,2,18,7.4,0.4,4.3,0
346,Noah Brown,DAL,22,WR,8,2,8,5,62.50%,54,10.8,0,2,22,6.8,0.6,6.8,0
347,Garrett Celek,SFO,30,TE,15,1,8,5,62.50%,90,18,2,5,41,11.3,0.3,6,0
348,Corey Coleman,NYG,24,WR,8,1,8,5,62.50%,71,14.2,0,5,30,8.9,0.6,8.9,0
349,Tyler Conklin,MIN,23,TE,16,3,7,5,71.40%,77,15.4,0,3,33,11,0.3,4.8,0
350,Seth Devalve,CLE,25,TE,13,4,7,5,71.40%,74,14.8,1,3,26,10.6,0.4,5.7,0
351,Devonta Freeman,ATL,26,RB,2,2,7,5,71.40%,23,4.6,0,0,14,3.3,2.5,11.5,0
352,Zach Line,NOR,28,RB,16,6,10,5,50.00%,14,2.8,2,2,5,1.4,0.3,0.9,0
353,Rishard Matthews,2TM,29,WR,8,0,9,5,55.60%,24,4.8,0,1,7,2.7,0.6,3,0
354,Ray-Ray McCloud,BUF,22,WR,10,1,6,5,83.30%,36,7.2,0,2,16,6,0.5,3.6,2
355,David Morgan,MIN,25,TE,11,6,6,5,83.30%,36,7.2,0,2,13,6,0.5,3.3,0
356,Brian Parker,DEN,26,TE,13,1,10,5,50.00%,33,6.6,0,2,11,3.3,0.4,2.5,0
357,Joshua Perkins,PHI,25,TE,9,1,11,5,45.50%,67,13.4,0,4,30,6.1,0.6,7.4,0
358,Eric Saubert,ATL,24,TE,16,1,9,5,55.60%,48,9.6,0,2,17,5.3,0.3,3,0
359,Adam Shaheen,CHI,24,TE,6,4,6,5,83.30%,48,9.6,1,3,23,8,0.8,8,0
360,Keith Smith,OAK,26,FB,16,3,6,5,83.30%,23,4.6,0,3,8,3.8,0.3,1.4,0
361,Vyncint Smith,HOU,22,WR,7,1,10,5,50.00%,91,18.2,1,3,35,9.1,0.7,13,0
362,Jeremy Sprinkle,WAS,24,TE,16,9,9,5,55.60%,41,8.2,1,3,15,4.6,0.3,2.6,0
363,Mark Walton,CIN,21,RB,14,0,8,5,62.50%,41,8.2,0,1,24,5.1,0.4,2.9,0
364,Chad Beebe,MIN,24,WR,3,0,4,4,100.00%,39,9.8,0,3,18,9.8,1.3,13,0
365,Nick Bellore,DET,29,FB,14,4,4,4,100.00%,15,3.8,0,2,8,3.8,0.3,1.1,0
366,Jawill Davis,NYG,23,WR,7,0,8,4,50.00%,40,10,0,3,22,5,0.6,5.7,0
367,Jacob Hollister,NWE,25,TE,8,1,5,4,80.00%,52,13,0,2,23,10.4,0.5,6.5,0
368,Tyler Kroft,CIN,26,TE,5,2,6,4,66.70%,36,9,0,4,16,6,0.8,7.2,0
369,Byron Marshall,WAS,24,RB,6,0,6,4,66.70%,30,7.5,0,1,17,5,0.7,5,0
370,Roosevelt Nix,PIT,26,RB,16,0,6,4,66.70%,38,9.5,0,2,19,6.3,0.3,2.4,0
371,Auden Tate,CIN,21,WR,7,0,12,4,33.30%,35,8.8,0,2,15,2.9,0.6,5,0
372,Robert Tonyan,GNB,24,TE,16,1,6,4,66.70%,77,19.3,1,3,54,12.8,0.3,4.8,0
373,Delanie Walker,TEN,34,WR,1,1,7,4,57.10%,52,13,0,3,16,7.4,4,52,0
374,Kevin White,CHI,26,WR,9,0,8,4,50.00%,92,23,0,3,54,11.5,0.4,10.2,0
375,Bobo Wilson,TAM,23,WR,5,0,5,4,80.00%,52,13,0,2,25,10.4,0.8,10.4,0
376,Javon Wims,CHI,24,WR,4,0,5,4,80.00%,32,8,0,2,16,6.4,1,8,0
377,Ameer Abdullah,2TM,25,RB,10,0,4,3,75.00%,28,9.3,0,1,12,7,0.3,2.8,1
378,Dwayne Allen,NWE,28,TE,13,8,4,3,75.00%,27,9,0,2,21,6.8,0.2,2.1,0
379,Cameron Artis-Payne,CAR,28,RB,9,0,4,3,75.00%,15,5,0,1,13,3.8,0.3,1.7,0
380,Brandon Bolden,MIA,28,RB,16,0,3,3,100.00%,13,4.3,1,1,9,4.3,0.2,0.8,1
381,Ben Braunecker,CHI,24,TE,15,2,5,3,60.00%,42,14,0,2,20,8.4,0.2,2.8,0
382,Orson Charles,CLE,27,TE,13,2,5,3,60.00%,23,7.7,0,0,9,4.6,0.2,1.8,0
383,A.J. Derby,MIA,27,TE,4,0,5,3,60.00%,48,16,1,3,19,9.6,0.8,12,0
384,Patrick DiMarco,BUF,29,FB,16,5,4,3,75.00%,62,20.7,0,2,38,15.5,0.2,3.9,0
385,Tyler Ervin,HOU,25,RB,9,0,3,3,100.00%,35,11.7,0,1,19,11.7,0.3,3.9,1
386,Keith Ford,BUF,24,RB,2,1,5,3,60.00%,21,7,0,1,8,4.2,1.5,10.5,0
387,Rico Gathers,DAL,24,TE,15,4,7,3,42.90%,45,15,0,2,32,6.4,0.2,3,0
388,Taysom Hill,NOR,28,QB,16,4,7,3,42.90%,4,1.3,0,0,5,0.6,0.2,0.3,1
389,Justin Hunter,PIT,27,WR,5,0,13,3,23.10%,21,7,0,2,12,1.6,0.6,4.2,0
390,Matt Lengel,CIN,28,TE,11,2,8,3,37.50%,17,5.7,1,2,9,2.1,0.3,1.5,0
391,Marcedes Lewis,GNB,34,TE,16,4,4,3,75.00%,39,13,0,1,30,9.8,0.2,2.4,0
392,Tommylee Lewis,NOR,26,WR,7,3,3,3,100.00%,60,20,1,3,28,20,0.4,8.6,1
393,Ricky Ortiz,ATL,24,FB,12,9,4,3,75.00%,11,3.7,0,0,7,2.8,0.3,0.9,0
394,Samaje Perine,WAS,23,RB,5,0,4,3,75.00%,5,1.7,0,0,8,1.3,0.6,1,0
395,John Phillips,ARI,31,TE,8,4,3,3,100.00%,38,12.7,0,1,24,12.7,0.4,4.8,0
396,C.J. Prosise,SEA,24,RB,5,0,3,3,100.00%,22,7.3,0,0,8,7.3,0.6,4.4,0
397,Brian Quick,WAS,29,WR,6,3,3,3,100.00%,18,6,0,2,6,6,0.5,3,0
398,Stevan Ridley,PIT,29,RB,10,0,4,3,75.00%,18,6,0,1,10,4.5,0.3,1.8,2
399,De'Anthony Thomas,KAN,25,RB,5,0,5,3,60.00%,29,9.7,1,3,15,5.8,0.6,5.8,1
400,Jalen Tolliver,ARI,23,WR,3,1,6,3,50.00%,37,12.3,0,3,15,6.2,1,12.3,0
401,Darrel Williams,KAN,23,RB,6,0,3,3,100.00%,27,9,1,1,11,9,0.5,4.5,0
402,Derrick Willies,CLE,24,WR,5,0,5,3,60.00%,61,20.3,0,2,39,12.2,0.6,12.2,1
403,Shaun Wilson,TAM,23,RB,5,0,5,3,60.00%,5,1.7,0,0,5,1,0.6,1,0
404,Mike Boone,MIN,23,RB,8,0,3,2,66.70%,1,0.5,0,0,1,0.3,0.3,0.1,0
405,Leonte Carroo,MIA,24,WR,9,0,4,2,50.00%,94,47,1,2,74,23.5,0.2,10.4,0
406,Jamaal Charles,JAX,32,RB,2,0,3,2,66.70%,7,3.5,0,0,5,2.3,1,3.5,0
407,Derrick Coleman,ARI,28,RB,16,4,3,2,66.70%,17,8.5,0,1,12,5.7,0.1,1.1,0
408,Alan Cross,TAM,25,TE,14,3,5,2,40.00%,9,4.5,0,1,6,1.8,0.1,0.6,0
409,Ross Dwelley,SFO,23,TE,11,0,2,2,100.00%,14,7,0,0,8,7,0.2,1.3,0
410,Gus Edwards,BAL,23,RB,11,6,2,2,100.00%,20,10,0,1,13,10,0.2,1.8,0
411,D'Onta Foreman,HOU,22,RB,1,0,2,2,100.00%,28,14,1,1,20,14,2,28,1
412,Jordan Franks,CIN,22,TE,6,0,3,2,66.70%,37,18.5,0,1,32,12.3,0.3,6.2,0
413,KhaDarel Hodge,LAR,23,WR,14,0,3,2,66.70%,17,8.5,0,1,14,5.7,0.1,1.2,0
414,John Kelly,LAR,22,RB,4,0,3,2,66.70%,27,13.5,0,1,18,9,0.5,6.8,0
415,Jeremy Kerley,BUF,30,WR,1,1,4,2,50.00%,7,3.5,0,0,4,1.8,2,7,0
416,Tre Madden,SEA,25,RB,14,3,3,2,66.70%,35,17.5,0,1,28,11.7,0.1,2.5,0
417,Chris Manhertz,CAR,26,TE,16,4,5,2,40.00%,52,26,1,1,50,10.4,0.1,3.3,0
418,J'Mon Moore,GNB,23,WR,12,0,3,2,66.70%,15,7.5,0,1,10,5,0.2,1.3,1
419,Detrez Newsome,LAC,24,RB,9,0,2,2,100.00%,19,9.5,0,2,11,9.5,0.2,2.1,0
420,Jamize Olawale,DAL,29,FB,16,4,4,2,50.00%,13,6.5,0,1,10,3.3,0.1,0.8,0
421,Charone Peake,NYJ,26,WR,13,0,3,2,66.70%,25,12.5,0,2,14,8.3,0.2,1.9,0
422,Dion Sims,CHI,27,TE,8,4,4,2,50.00%,9,4.5,0,0,9,2.3,0.3,1.1,0
423,Roc Thomas,MIN,23,RB,5,0,4,2,50.00%,21,10.5,0,0,15,5.3,0.4,4.2,0
424,De'Lance Turner,BAL,23,RB,4,0,2,2,100.00%,17,8.5,0,0,10,8.5,0.5,4.3,0
425,Malik Turner,SEA,22,WR,6,0,3,2,66.70%,20,10,0,1,19,6.7,0.3,3.3,0
426,Hakeem Valles,DET,26,TE,3,0,3,2,66.70%,11,5.5,0,0,6,3.7,0.7,3.7,0
427,Joe Webb,HOU,32,QB,16,0,3,2,66.70%,13,6.5,0,0,7,4.3,0.1,0.8,0
428,Charcandrick West,KAN,27,RB,3,0,3,2,66.70%,37,18.5,1,2,25,12.3,0.7,12.3,0
429,Nick Williams,2TM,28,WR,4,0,5,2,40.00%,17,8.5,0,0,11,3.4,0.5,4.3,0
430,Terrance Williams,DAL,29,WR,3,2,3,2,66.70%,18,9,0,1,12,6,0.7,6,0
431,Alex Armah,CAR,24,FB,16,2,1,1,100.00%,5,5,0,0,5,5,0.1,0.3,0
432,Kenjon Barner,2TM,29,RB,9,0,1,1,100.00%,3,3,0,0,3,3,0.1,0.3,1
433,Victor Bolden,2TM,23,WR,6,0,4,1,25.00%,10,10,0,1,10,2.5,0.2,1.7,0
434,Tom Brady*,NWE,41,QB,16,16,1,1,100.00%,6,6,0,0,6,6,0.1,0.4,4
435,Drew Brees*,NOR,39,QB,15,15,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,5
436,Michael Burton,CHI,26,RB,8,1,1,1,100.00%,6,6,0,1,6,6,0.1,0.8,0
437,Damiere Byrd,CAR,25,WR,8,0,2,1,50.00%,8,8,0,1,8,4,0.1,1,0
438,Travaris Cadet,CAR,29,RB,1,0,1,1,100.00%,5,5,0,0,5,5,1,5,0
439,Derek Carr,OAK,27,QB,16,16,1,1,100.00%,-9,-9,0,0,-9,-9,0.1,-0.6,12
440,Jehu Chesson,WAS,25,WR,12,0,2,1,50.00%,7,7,0,1,7,3.5,0.1,0.6,0
441,Sammie Coates,HOU,25,WR,12,0,2,1,50.00%,12,12,0,1,12,6,0.1,1,0
442,Kirk Cousins,MIN,30,QB,16,16,1,1,100.00%,-1,-1,0,0,-1,-1,0.1,-0.1,9
443,River Cracraft,DEN,24,WR,8,0,2,1,50.00%,44,44,0,1,44,22,0.1,5.5,1
444,Dane Cruikshank,TEN,23,DB,12,0,1,1,100.00%,66,66,1,1,66,66,0.1,5.5,0
445,Sean Culkin,LAC,25,TE,13,10,1,1,100.00%,24,24,0,1,24,24,0.1,1.8,0
446,Benny Cunningham,CHI,28,RB,15,0,2,1,50.00%,9,9,0,1,9,4.5,0.1,0.6,0
447,Chase Daniel,CHI,32,QB,5,2,1,1,100.00%,8,8,0,1,8,8,0.2,1.6,4
448,Dion Dawkins,BUF,24,LT,16,16,1,1,100.00%,7,7,1,1,7,7,0.1,0.4,0
449,Taylor Decker,DET,25,LT,16,16,1,1,100.00%,11,11,1,1,11,11,0.1,0.7,0
450,Gehrig Dieter,KAN,25,WR,4,0,3,1,33.30%,22,22,0,1,22,7.3,0.3,5.5,0
451,George Fant,SEA,26,T,16,7,1,1,100.00%,9,9,0,0,9,9,0.1,0.6,0
452,Matt Flanagan,WAS,23,TE,3,1,1,1,100.00%,14,14,0,1,14,14,0.3,4.7,0
453,Nick Foles,PHI,29,QB,5,5,1,1,100.00%,10,10,0,1,15,10,0.2,2,4
454,Shelton Gibson,PHI,24,WR,15,0,3,1,33.30%,48,48,0,1,48,16,0.1,3.2,0
455,Mike Gillislee,NOR,28,RB,4,0,1,1,100.00%,9,9,0,0,9,9,0.3,2.3,1
456,Justin Hardee,NOR,24,WR,16,0,1,1,100.00%,10,10,0,1,10,10,0.1,0.6,0
457,Keon Hatcher,OAK,24,WR,3,0,2,1,50.00%,8,8,0,0,8,4,0.3,2.7,0
458,Ryan Hewitt,IND,27,RB,12,2,2,1,50.00%,1,1,1,1,1,0.5,0.1,0.1,0
459,Darrius Heyward-Bey,PIT,31,WR,14,2,2,1,50.00%,9,9,0,0,9,4.5,0.1,0.6,0
460,Brian Hill,ATL,23,RB,10,0,2,1,50.00%,9,9,0,0,9,4.5,0.1,0.9,1
461,Jeremy Hill,NWE,26,RB,1,0,1,1,100.00%,6,6,0,0,6,6,1,6,0
462,JJ Jones,2TM,26,WR,4,0,1,1,100.00%,3,3,0,0,3,3,0.3,0.8,2
463,Ryan Kelly,IND,25,C,12,12,1,1,100.00%,-4,-4,0,0,-4,-4,0.1,-0.3,1
464,Marcus Kemp,KAN,23,WR,16,0,2,1,50.00%,7,7,0,0,7,3.5,0.1,0.4,0
465,Darvin Kidsy,WAS,23,WR,2,0,2,1,50.00%,8,8,0,1,8,4,0.5,4,0
466,Allen Lazard,GNB,23,WR,1,0,1,1,100.00%,7,7,0,0,7,7,1,7,0
467,Khari Lee,BUF,26,TE,2,0,1,1,100.00%,5,5,0,0,5,5,0.5,2.5,0
468,Andrew Luck*,IND,29,QB,16,16,2,1,50.00%,4,4,0,1,4,2,0.1,0.3,6
469,Josh Malone,CIN,22,WR,9,0,5,1,20.00%,12,12,0,1,12,2.4,0.1,1.3,0
470,Marcus Mariota,TEN,25,QB,14,13,1,1,100.00%,21,21,0,1,21,21,0.1,1.5,9
471,Johnny Mundt,LAR,24,TE,10,0,1,1,100.00%,5,5,0,0,5,5,0.1,0.5,0
472,Cam Phillips,BUF,23,WR,2,0,1,1,100.00%,9,9,0,0,9,9,0.5,4.5,0
473,Spencer Pulley,NYG,25,C,13,9,1,1,100.00%,-2,-2,0,0,-2,-2,0.1,-0.2,0
474,Richard Rodgers,PHI,26,TE,7,0,1,1,100.00%,7,7,0,1,7,7,0.1,1,0
475,Ben Roethlisberger,PIT,36,QB,16,16,1,1,100.00%,-1,-1,0,0,-1,-1,0.1,-0.1,7
476,Matt Ryan,ATL,33,QB,16,16,1,1,100.00%,5,5,1,1,5,5,0.1,0.3,10
477,Matt Schaub,ATL,37,QB,3,0,1,1,100.00%,-7,-7,0,0,-7,-7,0.3,-2.3,1
478,Sam Shields,LAR,31,DB,16,2,1,1,100.00%,12,12,0,1,12,12,0.1,0.8,0
