Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
240,Jason Avant,KAN,32,WR,16,1,24,15,62.50%,119,7.9,0,5,20,5,0.9,7.4,0
241,Blake Bell,SFO,24,TE,14,5,25,15,60.00%,186,12.4,0,5,48,7.4,1.1,13.3,0
242,Alfred Blue,HOU,24,RB,16,9,16,15,93.80%,109,7.3,1,2,21,6.8,0.9,6.8,2
243,Andre Ellington,ARI,26,RB,10,2,24,15,62.50%,148,9.9,0,8,32,6.2,1.5,14.8,1
244,Jeremy Hill,CIN,23,RB,16,15,19,15,78.90%,79,5.3,1,6,14,4.2,0.9,4.9,3
245,Marqise Lee,JAX,24,WR,10,1,32,15,46.90%,191,12.7,1,11,30,6,1.5,19.1,0
246,Ty Montgomery,GNB,22,WR,6,3,19,15,78.90%,136,9.1,2,6,31,7.2,2.5,22.7,0
247,Marlon Brown,BAL,24,WR,10,2,30,14,46.70%,112,8,0,4,22,3.7,1.4,11.2,0
248,Clay Harbor,JAX,28,TE,15,3,20,14,70.00%,149,10.6,1,9,26,7.5,0.9,9.9,0
249,Andre Holmes,OAK,27,WR,16,1,33,14,42.40%,201,14.4,4,9,49,6.1,0.9,12.6,0
250,Darius Jennings,CLE,23,WR,4,1,21,14,66.70%,117,8.4,0,7,16,5.6,3.5,29.3,1
251,Keith Mumphery,HOU,23,WR,16,3,32,14,43.80%,129,9.2,0,5,26,4,0.9,8.1,3
252,Bishop Sankey,TEN,23,RB,13,3,22,14,63.60%,139,9.9,1,8,30,6.3,1.1,10.7,2
253,Jaelen Strong,HOU,21,WR,10,1,24,14,58.30%,161,11.5,3,9,42,6.7,1.4,16.1,0
254,Miles Austin,PHI,31,WR,11,1,31,13,41.90%,224,17.2,1,9,39,7.2,1.2,20.4,0
255,Patrick DiMarco*,ATL,26,RB,16,8,17,13,76.50%,110,8.5,2,9,19,6.5,0.8,6.9,0
256,Aaron Dobson,NWE,24,WR,8,3,21,13,61.90%,141,10.8,0,9,24,6.7,1.6,17.6,0
257,Bruce Ellington,SFO,24,WR,13,0,19,13,68.40%,153,11.8,0,4,44,8.1,1,11.8,3
258,Cooper Helfet,SEA,26,TE,14,2,22,13,59.10%,130,10,0,7,20,5.9,0.9,9.3,0
259,Marshawn Lynch,SEA,29,RB,7,6,21,13,61.90%,80,6.2,0,5,19,3.8,1.9,11.4,0
260,Bradley Marquez,STL,23,WR,16,1,22,13,59.10%,88,6.8,0,3,14,4,0.8,5.5,0
261,Chris Matthews,2TM,26,WR,13,0,25,13,52.00%,151,11.6,1,0,21,6,1,11.6,0
262,Branden Oliver,SDG,24,RB,8,1,15,13,86.70%,112,8.6,0,5,17,7.5,1.6,14,0
263,Wes Welker,STL,34,WR,8,0,22,13,59.10%,102,7.8,0,5,14,4.6,1.6,12.8,0
264,Stedman Bailey,STL,25,WR,8,3,25,12,48.00%,182,15.2,1,7,68,7.3,1.5,22.8,0
265,Brice Butler,DAL,25,WR,7,2,26,12,46.20%,258,21.5,0,10,67,9.9,1.7,36.9,0
266,Jack Doyle,IND,25,TE,16,2,14,12,85.70%,72,6,1,6,19,5.1,0.8,4.5,0
267,Chris Gragg,BUF,25,TE,13,4,20,12,60.00%,150,12.5,0,8,29,7.5,0.9,11.5,0
268,Virgil Green,DEN,27,TE,16,5,15,12,80.00%,173,14.4,1,10,32,11.5,0.8,10.8,0
269,Tim Hightower,NOR,29,RB,8,3,13,12,92.30%,129,10.8,0,7,27,9.9,1.5,16.1,0
270,Brandon Myers,TAM,30,TE,11,6,17,12,70.60%,127,10.6,0,7,17,7.5,1.1,11.5,0
271,Lee Smith,OAK,28,TE,15,15,13,12,92.30%,70,5.8,1,4,17,5.4,0.8,4.7,0
272,Craig Stevens,TEN,31,TE,16,11,16,12,75.00%,121,10.1,2,5,27,7.6,0.8,7.6,0
273,Adam Thielen,MIN,25,WR,16,2,18,12,66.70%,144,12,0,5,30,8,0.8,9,0
274,Fozzy Whittaker,CAR,26,RB,15,1,15,12,80.00%,64,5.3,0,2,15,4.3,0.8,4.3,0
275,Jaron Brown,ARI,25,WR,16,0,23,11,47.80%,144,13.1,1,8,39,6.3,0.7,9,0
276,Donteea Dye,TAM,22,WR,10,5,30,11,36.70%,132,12,1,8,44,4.4,1.1,13.2,1
277,Rhett Ellison,MIN,27,TE,15,9,19,11,57.90%,124,11.3,1,5,41,6.5,0.7,8.3,0
278,Michael Hoomanawanui,2TM,27,TE,14,8,16,11,68.80%,76,6.9,3,0,19,4.8,0.8,5.4,1
279,Carlos Hyde,SFO,25,RB,7,7,15,11,73.30%,53,4.8,0,4,11,3.5,1.6,7.6,1
280,Tyler Kroft,CIN,23,TE,16,6,15,11,73.30%,129,11.7,1,6,22,8.6,0.7,8.1,0
281,Cameron Meredith,CHI,23,WR,11,0,16,11,68.80%,120,10.9,0,5,22,7.5,1,10.9,0
282,JJ Nelson,ARI,23,WR,11,2,27,11,40.70%,299,27.2,2,11,64,11.1,1,27.2,1
283,Justin Perillo,GNB,24,TE,9,0,13,11,84.60%,102,9.3,1,5,24,7.8,1.2,11.3,0
284,Andre Roberts,WAS,27,WR,9,0,21,11,52.40%,135,12.3,0,5,38,6.4,1.2,15,0
285,Karlos Williams,BUF,22,RB,11,3,14,11,78.60%,96,8.7,2,3,26,6.9,1,8.7,2
286,Ahmad Bradshaw,IND,29,RB,6,0,14,10,71.40%,64,6.4,3,5,10,4.6,1.7,10.7,0
287,Rex Burkhead,CIN,25,RB,16,0,15,10,66.70%,94,9.4,1,4,27,6.3,0.6,5.9,1
288,Andre Caldwell,DEN,30,WR,14,0,22,10,45.50%,72,7.2,2,4,24,3.3,0.7,5.1,0
289,T.J. Jones,DET,23,WR,10,0,18,10,55.60%,132,13.2,1,5,29,7.3,1,13.2,2
290,Bruce Miller,SFO,28,RB,16,5,14,10,71.40%,135,13.5,0,5,52,9.6,0.6,8.4,0
291,Alfred Morris,WAS,27,RB,16,16,13,10,76.90%,55,5.5,0,2,12,4.2,0.6,3.4,0
292,Louis Murphy,TAM,28,WR,6,1,18,10,55.60%,198,19.8,0,6,54,11,1.7,33,0
293,John Phillips,SDG,28,TE,16,5,11,10,90.90%,69,6.9,1,6,15,6.3,0.6,4.3,0
294,MyCole Pruitt,MIN,23,TE,16,3,16,10,62.50%,89,8.9,0,3,32,5.6,0.6,5.6,0
295,Brian Quick,STL,26,WR,13,2,32,10,31.30%,102,10.2,0,5,37,3.2,0.8,7.8,0
296,Joseph Randle,DAL,24,RB,6,6,10,10,100.00%,86,8.6,0,6,25,8.6,1.7,14.3,1
297,Jared Abbrederis,GNB,25,WR,10,0,16,9,56.30%,111,12.3,0,5,32,6.9,0.9,11.1,1
298,Kenjon Barner,PHI,26,RB,10,0,12,9,75.00%,22,2.4,0,1,12,1.8,0.9,2.2,1
299,Brenton Bersin,CAR,25,WR,9,2,11,9,81.80%,119,13.2,0,5,30,10.8,1,13.2,1
300,James Hanna,DAL,26,TE,14,7,14,9,64.30%,79,8.8,0,4,17,5.6,0.6,5.6,0
301,DuJuan Harris,2TM,27,RB,4,1,14,9,64.30%,97,10.8,0,0,31,6.9,2.3,24.3,1
302,Roy Helu,OAK,27,RB,9,0,16,9,56.30%,75,8.3,1,6,15,4.7,1,8.3,0
303,Dan Herron,2TM,26,RB,10,0,10,9,90.00%,47,5.2,0,0,9,4.7,0.9,4.7,1
304,Charles Johnson,MIN,26,WR,11,4,13,9,69.20%,127,14.1,0,5,35,9.8,0.8,11.5,0
305,Jamize Olawale,OAK,26,FB,14,3,11,9,81.80%,84,9.3,0,5,15,7.6,0.6,6,0
306,Thomas Rawls,SEA,22,RB,13,7,11,9,81.80%,76,8.4,1,2,31,6.9,0.7,5.8,1
307,Jeremy Ross,2TM,27,WR,11,0,14,9,64.30%,88,9.8,0,0,18,6.3,0.8,8,4
308,Devin Smith,NYJ,23,WR,10,3,28,9,32.10%,115,12.8,1,5,22,4.1,0.9,11.5,1
309,Zac Stacy,NYJ,24,RB,8,0,12,9,75.00%,65,7.2,0,4,16,5.4,1.1,8.1,0
310,Luke Stocker,TAM,27,TE,14,13,13,9,69.20%,61,6.8,1,3,14,4.7,0.6,4.4,0
311,Pierre Thomas,2TM,31,RB,5,0,11,9,81.80%,84,9.3,0,0,15,7.6,1.8,16.8,0
312,Terron Ward,ATL,23,RB,13,0,13,9,69.20%,73,8.1,0,0,18,5.6,0.7,5.6,0
313,Tim Wright,DET,25,TE,9,1,16,9,56.30%,77,8.6,2,6,26,4.8,1,8.6,0
314,Donald Brown,SDG,28,RB,10,2,13,8,61.50%,88,11,0,2,31,6.8,0.8,8.8,1
315,Chase Coffman,2TM,29,TE,2,0,11,8,72.70%,71,8.9,1,0,16,6.5,4,35.5,0
316,Jerome Cunningham,NYG,24,TE,9,3,16,8,50.00%,59,7.4,0,4,16,3.7,0.9,6.6,0
317,Gavin Escobar,DAL,24,TE,14,4,13,8,61.50%,64,8,1,5,22,4.9,0.6,4.6,1
318,Kendall Gaskins,SFO,25,RB,9,0,10,8,80.00%,69,8.6,0,3,16,6.9,0.9,7.7,0
319,Ryan Hewitt,CIN,24,TE,15,12,12,8,66.70%,99,12.4,0,3,22,8.3,0.5,6.6,0
320,Jesse James,PIT,21,TE,8,2,11,8,72.70%,56,7,1,2,20,5.1,1,7,0
321,Rashad Ross,WAS,25,WR,13,0,13,8,61.50%,184,23,1,5,71,14.2,0.6,14.2,0
322,Jay Ajayi,MIA,22,RB,9,0,11,7,63.60%,90,12.9,0,5,20,8.2,0.8,10,0
323,Mike Davis,SFO,22,WR,6,0,13,7,53.80%,38,5.4,0,2,11,2.9,1.2,6.3,0
324,Jonas Gray,2TM,25,RB,8,0,8,7,87.50%,76,10.9,0,0,25,9.5,0.9,9.5,0
325,Demetrius Harris,KAN,24,TE,16,9,11,7,63.60%,74,10.6,1,2,25,6.7,0.4,4.6,0
326,Taiwan Jones,OAK,27,RB,12,0,9,7,77.80%,106,15.1,1,4,59,11.8,0.6,8.8,2
327,Marlon Moore,CLE,28,WR,14,2,10,7,70.00%,81,11.6,1,6,20,8.1,0.5,5.8,0
328,Hakeem Nicks,NYG,27,WR,6,2,14,7,50.00%,54,7.7,0,2,19,3.9,1.2,9,0
329,Brandon Pettigrew,DET,30,TE,8,8,15,7,46.70%,67,9.6,1,4,21,4.5,0.9,8.4,0
330,Devin Street,DAL,24,WR,15,2,13,7,53.80%,114,16.3,1,6,25,8.8,0.5,7.6,1
331,Levine Toilolo,ATL,24,TE,16,15,12,7,58.30%,44,6.3,0,3,11,3.7,0.4,2.8,0
332,Robert Turbin,2TM,26,RB,10,0,10,7,70.00%,23,3.3,0,0,15,2.3,0.7,2.3,0
333,Myles White,NYG,25,WR,12,0,20,7,35.00%,88,12.6,1,4,28,4.4,0.6,7.3,0
334,LeGarrette Blount,NWE,29,RB,12,6,7,6,85.70%,43,7.2,1,3,14,6.1,0.5,3.6,1
335,Daniel Brown,BAL,23,WR,6,1,11,6,54.50%,64,10.7,0,4,31,5.8,1,10.7,0
336,Michael Burton,DET,23,TE,16,7,6,6,100.00%,39,6.5,1,3,12,6.5,0.4,2.4,0
337,Anthony Dixon,BUF,28,RB,16,1,7,6,85.70%,44,7.3,0,1,14,6.3,0.4,2.8,0
338,Jim Dray,CLE,29,TE,16,10,16,6,37.50%,61,10.2,0,3,18,3.8,0.4,3.8,0
339,Daniel Fells,NYG,32,TE,2,1,7,6,85.70%,60,10,0,4,23,8.6,3,30,0
340,Mike Gillislee,BUF,25,RB,5,1,7,6,85.70%,29,4.8,0,2,14,4.1,1.2,5.8,1
341,Jarryd Hayne,SFO,27,RB,8,1,7,6,85.70%,27,4.5,0,2,7,3.9,0.8,3.4,3
342,Akeem Hunt,HOU,22,RB,7,1,10,6,60.00%,39,6.5,0,2,27,3.9,0.9,5.6,0
343,Chris Johnson,ARI,30,RB,11,9,13,6,46.20%,58,9.7,0,1,40,4.5,0.5,5.3,2
344,John Kuhn*,GNB,33,RB,16,6,10,6,60.00%,56,9.3,0,3,19,5.6,0.4,3.5,0
345,Cody Latimer,DEN,23,WR,14,1,11,6,54.50%,59,9.8,1,4,15,5.4,0.4,4.2,0
346,Zach Line,MIN,25,RB,16,5,9,6,66.70%,95,15.8,1,4,49,10.6,0.4,5.9,0
347,James O'Shaughnessy,KAN,23,TE,7,3,9,6,66.70%,87,14.5,0,4,30,9.7,0.9,12.4,0
348,Chris Owusu,NYJ,25,WR,3,2,13,6,46.20%,80,13.3,0,2,43,6.2,2,26.7,0
349,Josh Robinson,IND,23,RB,5,0,6,6,100.00%,33,5.5,0,2,9,5.5,1.2,6.6,1
350,Juwan Thompson,DEN,23,RB,15,1,9,6,66.70%,51,8.5,0,1,16,5.7,0.4,3.4,0
351,Spencer Ware,KAN,24,RB,11,2,6,6,100.00%,5,0.8,0,0,5,0.8,0.5,0.5,0
352,Lucky Whitehead,DAL,23,WR,15,1,8,6,75.00%,16,2.7,0,1,8,2,0.4,1.1,1
353,Darrel Young,WAS,28,LB,16,3,6,6,100.00%,22,3.7,0,0,8,3.7,0.4,1.4,1
354,Cameron Artis-Payne,CAR,25,RB,7,0,5,5,100.00%,58,11.6,0,4,20,11.6,0.7,8.3,0
355,Dwayne Bowe,CLE,31,WR,7,0,13,5,38.50%,53,10.6,0,3,16,4.1,0.7,7.6,0
356,Michael Campanaro,BAL,24,WR,4,0,6,5,83.30%,35,7,0,1,11,5.8,1.3,8.8,0
357,Jeff Cumberland,NYJ,28,TE,15,6,14,5,35.70%,77,15.4,0,3,44,5.5,0.3,5.1,0
358,Jalston Fowler,TEN,25,RB,16,0,6,5,83.30%,44,8.8,1,3,19,7.3,0.3,2.8,0
359,Cory Harkey,STL,25,TE,16,5,6,5,83.30%,26,5.2,0,2,12,4.3,0.3,1.6,0
360,Austin Johnson,NOR,26,RB,10,1,8,5,62.50%,30,6,0,3,12,3.8,0.5,3,0
361,Preston Parker,NYG,28,WR,2,1,12,5,41.70%,40,8,0,1,15,3.3,2.5,20,0
362,Jerome Simpson,SFO,29,WR,6,1,19,5,26.30%,54,10.8,1,4,16,2.8,0.8,9,0
363,Jake Stoneburner,MIA,26,TE,11,1,5,5,100.00%,47,9.4,2,3,13,9.4,0.5,4.3,0
364,Lorenzo Taliaferro,BAL,24,RB,3,0,5,5,100.00%,29,5.8,0,0,11,5.8,1.7,9.7,0
365,Zurlon Tipton,IND,25,RB,10,0,8,5,62.50%,57,11.4,0,2,27,7.1,0.5,5.7,0
366,Tommy Bohanon,NYJ,25,RB,16,4,8,4,50.00%,56,14,0,3,23,7,0.3,3.5,0
367,Reggie Bush,SFO,30,RB,5,1,10,4,40.00%,19,4.8,0,1,8,1.9,0.8,3.8,0
368,Corey Fuller,DET,25,WR,12,0,9,4,44.40%,76,19,0,3,48,8.4,0.3,6.3,1
369,Garrett Graham,HOU,29,TE,8,2,19,4,21.10%,30,7.5,1,1,9,1.6,0.5,3.8,0
370,T.J. Graham,NOR,26,WR,4,1,4,4,100.00%,24,6,0,1,18,6,1,6,0
371,Rob Housler,2TM,27,TE,10,0,7,4,57.10%,33,8.3,0,0,12,4.7,0.4,3.3,0
372,Malcolm Johnson,CLE,23,RB,12,5,6,4,66.70%,15,3.8,0,0,8,2.5,0.3,1.3,0
373,Ricardo Lockette,SEA,29,WR,8,0,7,4,57.10%,69,17.3,1,2,40,9.9,0.5,8.6,0
374,Troy Niklas,ARI,23,TE,16,3,4,4,100.00%,33,8.3,2,3,13,8.3,0.3,2.1,0
375,Andrew Quarless,GNB,27,TE,5,1,5,4,80.00%,31,7.8,0,1,13,6.2,0.8,6.2,0
376,Stevan Ridley,NYJ,26,RB,8,1,5,4,80.00%,-2,-0.5,0,0,3,-0.4,0.5,-0.3,0
377,Anthony Sherman,KAN,27,RB,16,2,5,4,80.00%,34,8.5,0,1,18,6.8,0.3,2.1,0
378,Terrance West,2TM,24,RB,8,0,5,4,80.00%,21,5.3,0,0,8,4.2,0.5,2.6,2
379,Trey Burton,PHI,24,TE,16,0,4,3,75.00%,54,18,0,1,43,13.5,0.2,3.4,0
380,Ka'Deem Carey,CHI,23,RB,11,1,3,3,100.00%,19,6.3,1,2,11,6.3,0.3,1.7,1
381,Orleans Darkwa,NYG,23,RB,16,0,5,3,60.00%,31,10.3,0,2,15,6.2,0.2,1.9,0
382,Kellen Davis,NYJ,30,TE,16,9,11,3,27.30%,18,6,1,2,9,1.6,0.2,1.1,0
383,Toby Gerhart,JAX,28,RB,7,1,5,3,60.00%,23,7.7,0,1,8,4.6,0.4,3.3,0
384,Matt LaCosse,NYG,23,TE,2,0,3,3,100.00%,22,7.3,0,2,10,7.3,1.5,11,0
385,Christine Michael,2TM,25,RB,8,2,6,3,50.00%,16,5.3,0,0,11,2.7,0.4,2,0
386,Tony Moeaki,ATL,28,TE,11,0,5,3,60.00%,58,19.3,1,3,42,11.6,0.3,5.3,0
387,Bernard Pierce,JAX,24,RB,7,0,5,3,60.00%,7,2.3,0,0,6,1.4,0.4,1,0
388,Bobby Rainey,TAM,28,RB,16,0,3,3,100.00%,16,5.3,0,1,8,5.3,0.2,1,8
389,Greg Salas,BUF,27,WR,2,0,5,3,60.00%,41,13.7,0,3,20,8.2,1.5,20.5,0
390,Russell Shepard,TAM,25,WR,13,2,9,3,33.30%,28,9.3,1,3,18,3.1,0.2,2.2,0
391,Kevin Smith,SEA,24,WR,7,1,5,3,60.00%,43,14.3,0,2,21,8.6,0.4,6.1,0
392,Phillip Supernaw,TEN,25,TE,16,1,4,3,75.00%,32,10.7,0,1,16,8,0.2,2,1
393,Michael Williams,NWE,25,TE,15,9,6,3,50.00%,26,8.7,0,1,15,4.3,0.2,1.7,0
394,Chandler Worthy,HOU,22,WR,3,0,4,3,75.00%,14,4.7,0,1,12,3.5,1,4.7,1
395,Tyson Alualu,JAX,28,LDT,16,13,3,2,66.70%,19,9.5,0,2,16,6.3,0.1,1.2,0
396,Tevin Coleman,ATL,22,RB,12,3,11,2,18.20%,14,7,0,0,10,1.3,0.2,1.2,3
397,B.J. Daniels,2TM,27,QB,8,0,2,2,100.00%,18,9,0,0,12,9,0.3,2.3,0
398,Geremy Davis,NYG,23,WR,10,0,3,2,66.70%,21,10.5,0,1,16,7,0.2,2.1,0
399,Knile Davis,KAN,24,RB,14,0,3,2,66.70%,24,12,0,1,12,8,0.1,1.7,0
400,Marquise Goodwin,BUF,25,WR,2,0,2,2,100.00%,24,12,0,2,14,12,1,12,0
401,Corey Grant,JAX,24,RB,6,0,3,2,66.70%,13,6.5,0,0,8,4.3,0.3,2.2,1
402,Jeff Janis,GNB,24,WR,16,0,12,2,16.70%,79,39.5,0,2,46,6.6,0.1,4.9,0
403,Will Johnson,PIT,26,FB,16,3,4,2,50.00%,16,8,0,1,11,4,0.1,1,0
404,Jonathan Krause,PHI,23,WR,2,0,4,2,50.00%,11,5.5,0,0,7,2.8,1,5.5,0
405,Jorvorskie Lane,TAM,28,TE,16,6,2,2,100.00%,13,6.5,0,0,8,6.5,0.1,0.8,0
406,Tre McBride,TEN,23,WR,7,0,4,2,50.00%,8,4,1,1,7,2,0.3,1.1,0
407,Roosevelt Nix,PIT,23,RB,15,4,3,2,66.70%,16,8,0,1,10,5.3,0.1,1.1,0
408,Cordarrelle Patterson,MIN,24,WR,16,1,2,2,100.00%,10,5,0,1,9,5,0.1,0.6,1
409,Matt Spaeth,PIT,32,TE,13,7,3,2,66.70%,10,5,0,1,6,3.3,0.2,0.8,0
410,Brandon Tate,CIN,28,WR,16,0,3,2,66.70%,59,29.5,1,1,55,19.7,0.1,3.7,1
411,Deonte Thompson,CHI,26,WR,7,0,3,2,66.70%,81,40.5,0,2,45,27,0.3,11.6,0
412,Andrew Turzilli,TEN,24,WR,3,0,2,2,100.00%,25,12.5,0,1,18,12.5,0.7,8.3,0
413,Darren Waller,BAL,23,WR,6,1,6,2,33.30%,18,9,0,1,17,3,0.3,3,0
414,DeAndrew White,SFO,24,WR,4,0,2,2,100.00%,18,9,0,2,10,9,0.5,4.5,1
415,Kerwynn Williams,ARI,24,RB,6,0,2,2,100.00%,16,8,0,1,12,8,0.3,2.7,1
416,Tyrell Williams,SDG,23,WR,7,0,5,2,40.00%,90,45,1,0,80,18,0.3,12.9,0
417,Zach Zenner,DET,24,RB,6,1,3,2,66.70%,11,5.5,0,0,7,3.7,0.3,1.8,0
418,Seyi Ajirotutu,PHI,28,WR,13,0,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0
419,Mario Alford,CIN,23,WR,1,0,1,1,100.00%,15,15,0,1,15,15,1,15,0
420,E.J. Bibbs,CLE,24,TE,7,0,2,1,50.00%,7,7,0,0,7,3.5,0.1,1,0
421,Tom Brady*,NWE,38,QB,16,16,1,1,100.00%,36,36,0,1,36,36,0.1,2.3,6
422,Malcolm Brown,STL,22,RB,1,0,1,1,100.00%,-2,-2,0,1,-2,-2,1,-2,0
423,Vincent Brown,SDG,26,WR,1,0,2,1,50.00%,22,22,0,1,22,11,1,22,0
424,Asante Cleveland,NWE,23,TE,4,1,1,1,100.00%,1,1,0,0,1,1,0.3,0.3,0
425,Tyler Clutts,DAL,31,RB,16,5,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,0
426,Sammie Coates,PIT,22,WR,6,0,2,1,50.00%,11,11,0,1,11,5.5,0.2,1.8,0
427,David Cobb,TEN,22,RB,7,1,2,1,50.00%,-2,-2,0,0,-2,-1,0.1,-0.3,0
428,Derrick Coleman,SEA,25,RB,14,3,1,1,100.00%,0,0,0,0,0,0,0.1,0,0
429,Cody Davis,STL,26,DB,16,0,2,1,50.00%,20,20,0,1,20,10,0.1,1.3,1
430,Marcus Easley,BUF,28,WR,13,0,3,1,33.30%,58,58,1,1,58,19.3,0.1,4.5,0
431,Ben Edwards,NYG,23,WR,2,0,2,1,50.00%,9,9,0,0,9,4.5,0.5,4.5,0
432,Jerome Felton,BUF,29,RB,16,8,2,1,50.00%,12,12,0,0,12,6,0.1,0.8,0
433,Jake Fisher,CIN,22,T,14,1,5,1,20.00%,31,31,0,1,31,6.2,0.1,2.2,0
434,Ereck Flowers,NYG,21,LT,15,15,1,1,100.00%,-11,-11,0,0,-11,-11,0.1,-0.7,0
435,Brittan Golden,ARI,27,WR,14,0,1,1,100.00%,5,5,0,1,5,5,0.1,0.4,1
436,MarQueis Gray,BUF,26,TE,4,0,1,1,100.00%,2,2,0,0,2,2,0.3,0.5,0
437,Chris Harper,NWE,22,WR,5,0,3,1,33.30%,6,6,0,0,6,2,0.2,1.2,1
438,Mike Iupati*,ARI,28,LG,13,13,1,1,100.00%,10,10,0,1,10,10,0.1,0.8,0
439,Steven Jackson,NWE,32,RB,2,1,1,1,100.00%,20,20,0,1,20,20,0.5,10,0
440,Nic Jacobs,JAX,24,TE,11,2,3,1,33.30%,6,6,0,0,6,2,0.1,0.5,0
441,David Johnson,SDG,28,TE,16,4,2,1,50.00%,4,4,0,0,4,2,0.1,0.3,1
442,Wesley Johnson,NYJ,24,T,10,1,1,1,100.00%,-5,-5,0,0,-5,-5,0.1,-0.5,0
443,Kendall Lamm,HOU,23,T,15,4,1,1,100.00%,7,7,0,1,7,7,0.1,0.5,0
444,Khari Lee,CHI,23,TE,16,7,3,1,33.30%,7,7,0,0,7,2.3,0.1,0.4,0
445,Brian Leonhardt,SFO,25,TE,4,0,1,1,100.00%,4,4,0,0,4,4,0.3,1,0
446,Terrence Magee,BAL,22,RB,4,0,1,1,100.00%,2,2,0,0,2,2,0.3,0.5,0
447,Marcus Mariota,TEN,22,QB,12,12,1,1,100.00%,41,41,1,1,41,41,0.1,3.4,10
448,Matthew Mulligan,BUF,30,TE,12,5,1,1,100.00%,2,2,0,0,2,2,0.1,0.2,0
449,Tyler Murphy,PIT,23,QB,2,0,1,1,100.00%,16,16,0,1,16,16,0.5,8,0
450,Nick O'Leary,BUF,23,TE,4,0,3,1,33.30%,37,37,0,1,37,12.3,0.3,9.3,0
451,Brian Parker,KAN,23,TE,9,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.7,0
452,Donald Penn,OAK,32,LT,16,16,1,1,100.00%,3,3,0,0,3,3,0.1,0.2,0
453,Terrelle Pryor,CLE,26,WR,3,2,8,1,12.50%,42,42,0,1,42,5.3,0.3,14,0
454,Paul Richardson,SEA,23,WR,1,0,1,1,100.00%,40,40,0,1,40,40,1,40,0
455,Aaron Ripkowski,GNB,23,RB,15,0,1,1,100.00%,18,18,0,1,18,18,0.1,1.2,0
456,Jacquizz Rodgers,CHI,25,RB,5,0,3,1,33.30%,10,10,0,0,10,3.3,0.2,2,0
457,Scott Simonson,CAR,23,TE,9,0,1,1,100.00%,10,10,0,1,10,10,0.1,1.1,0
458,Rod Smith,2TM,23,RB,11,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.5,0
459,Matthew Stafford,DET,27,QB,16,16,1,1,100.00%,-6,-6,0,0,-6,-6,0.1,-0.4,4
460,Rod Streater,OAK,27,WR,1,0,1,1,100.00%,8,8,0,1,8,8,1,8,0
461,Geoff Swaim,DAL,22,TE,4,1,1,1,100.00%,0,0,0,0,0,0,0.3,0,0
462,Ryan Tannehill,MIA,27,QB,16,16,1,1,100.00%,9,9,0,1,9,9,0.1,0.6,10
463,Stepfan Taylor,ARI,24,RB,16,0,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0
464,Tyrod Taylor*,BUF,26,QB,14,14,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,9
465,Will Tukuafu,SEA,31,FB,14,1,1,1,100.00%,7,7,1,1,7,7,0.1,0.5,1
466,C.J. Uzomah,CIN,22,TE,5,0,1,1,100.00%,4,4,0,1,4,4,0.2,0.8,0
467,Tyler Varga,IND,22,RB,3,0,2,1,50.00%,18,18,0,1,18,9,0.3,6,0
468,Eric Weems,ATL,30,WR,16,0,1,1,100.00%,11,11,0,1,11,11,0.1,0.7,0
469,Andre Williams,NYG,23,RB,16,0,3,1,33.30%,7,7,0,0,7,2.3,0.1,0.4,0
470,Kasen Williams,SEA,23,WR,2,0,1,1,100.00%,8,8,0,1,8,8,0.5,4,0
471,Cierre Wood,BUF,24,RB,2,0,1,1,100.00%,-6,-6,0,0,-6,-6,0.5,-3,0
472,Tony Bergstrom,OAK,29,T,16,3,1,0,0.00%,0,,0,0,0,0,0,0,
473,Bryce Brown,SEA,24,RB,3,0,2,0,0.00%,0,,0,0,0,0,0,0,0
474,Alonzo Harris,GNB,23,RB,6,0,1,0,0.00%,0,,0,0,0,0,0,0,0
475,Matt Hazel,MIA,23,WR,5,1,1,0,0.00%,0,,0,0,0,0,0,0,
476,Seantavius Jones,NOR,23,WR,3,0,1,0,0.00%,0,,0,0,0,0,0,0,
477,Vince Mayle,DAL,24,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,
478,Kevin Norwood,CAR,26,WR,1,0,1,0,0.00%,0,,0,0,0,0,0,0,
479,Jay Prosch,HOU,23,RB,16,2,1,0,0.00%,0,,0,0,0,0,0,0,0
480,Joe Reitz,IND,30,RT,16,14,1,0,0.00%,0,,0,0,0,0,0,0,0
481,Rico Richardson,TEN,24,WR,5,0,5,0,0.00%,0,,0,0,0,0,0,0,
482,Mitchell Schwartz,CLE,26,RT,16,16,1,0,0.00%,0,,0,0,0,0,0,0,0
483,Matthew Slater*,NWE,30,WR,16,0,1,0,0.00%,0,,0,0,0,0,0,0,
484,Alex Smith,WAS,33,TE,3,1,2,0,0.00%,0,,0,0,0,0,0,0,
485,Jordan Todman,PIT,25,RB,11,0,2,0,0.00%,0,,0,0,0,0,0,0,0
486,Alejandro Villanueva,PIT,27,LT,16,10,1,0,0.00%,0,,0,0,0,0,0,0,
